AWS S3	Data Mgt	file object store 	1.9	9	0.9		8	1	0	0	ADOPT		ADOPT			ADOPT			ADOPT	ADOPT		ADOPT					ADOPT							ADOPT	TRIAL		
log4j2	Languages & Frameworks	Logging-Framework	2.0	14	1.0	14	0	0	0		ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT		ADOPT			ADOPT	ADOPT			ADOPT		ADOPT		ADOPT	ADOPT	ADOPT
Solr	Data Mgt	NoSql Search DB	2.0	11	1.0	11	0	0	0					ADOPT	ADOPT		ADOPT					ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT			ADOPT	ADOPT
ZMON	Platforms	Zalando Monitoring System	2.0	8	1.0	8	0	0	0			ADOPT					ADOPT	ADOPT		ADOPT		ADOPT	ADOPT		ADOPT			ADOPT				
scikit-learn	Techniques & Tools	lib for machine learning	2.0	1	1.0	1	0	0	0							ADOPT																
Redis	Data Mgt	NoSql DB/caching	1.9	16	0.9	15	1	0	0	ADOPT	ADOPT	ADOPT				ADOPT	TRIAL	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT			
STUPS	Platforms	PaaS tool set	1.9	16	0.9	15	1	0	0	ADOPT		ADOPT	TRIAL	ADOPT	ADOPT		ADOPT	ADOPT		ADOPT		ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT			ADOPT	ADOPT
Spring	Languages & Frameworks	impl. frw mixed	1.8	21	1.0	20	0	0	1	ADOPT	ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	HOLD		ADOPT	ADOPT	ADOPT
Jetty	Platforms	webserver	1.8	17	0.9	16	0	0	1	ADOPT	ADOPT	ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	HOLD	ADOPT	ADOPT	ADOPT			ADOPT	ADOPT	ADOPT		ADOPT		
Nginx	Platforms	webserver / loadbalancer	1.7	14	0.9	13	0	0	1	ADOPT			ADOPT	ADOPT	ADOPT	ADOPT		ADOPT		HOLD	ADOPT		ADOPT		ADOPT	ADOPT		ADOPT	ADOPT	ADOPT		
OpenAPI (Swagger)	Techniques & Tools	rest api frw	1.7	21	0.8	17	3	1	0	ADOPT		ADOPT	ADOPT	TRIAL	ADOPT	ADOPT	TRIAL	ADOPT	TRIAL	ASSESS	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT
Swift	Languages & Frameworks	impl. language	1.7	7	0.7	5	2	0	0		TRIAL					TRIAL							ADOPT		ADOPT	ADOPT		ADOPT				ADOPT
Scala	Languages & Frameworks	impl. language	1.6	19	0.7	14	4	1	0	ADOPT	TRIAL			ADOPT	ADOPT	ADOPT	TRIAL	ADOPT	TRIAL	ASSESS	ADOPT	TRIAL	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	
HAProxy	Platforms	loadbalancer	1.6	8	0.9	7	0	1	0						ADOPT			ADOPT		ADOPT	ASSESS				ADOPT	ADOPT		ADOPT		ADOPT		
Hystrix	Platforms	lib for fault tolerance	1.6	21	0.7	15	5	1	0		ADOPT	ADOPT	TRIAL	ADOPT	ADOPT	ADOPT	ADOPT	TRIAL	TRIAL	ASSESS	TRIAL	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		ADOPT	TRIAL	ADOPT
MemCached	Data Mgt	caching	1.6	19	0.9	17	0	0	2	HOLD					ADOPT	ADOPT	ADOPT	HOLD	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT
OpenNLP	Techniques & Tools	Natural Language Processing	1.5	2	0.5	1	1	0	0							ADOPT						TRIAL										
Thymeleaf	Languages & Frameworks	Templating Framework	1.4	11	0.6	7	3	0	1					ADOPT	ADOPT				ADOPT			TRIAL	ADOPT			TRIAL	TRIAL	ADOPT		ADOPT	ADOPT	HOLD
Clojure	Languages & Frameworks	impl. language	1.2	18	0.8	4	14	0	0	TRIAL		TRIAL	ADOPT	TRIAL	TRIAL	TRIAL	TRIAL	ADOPT		TRIAL	TRIAL	TRIAL	TRIAL	TRIAL	TRIAL	TRIAL		ADOPT	ADOPT	TRIAL		
Kafka	Data Mgt	message queues	1.2	19	0.8	4	15	0	0			TRIAL	TRIAL	ADOPT	TRIAL	ADOPT	TRIAL	TRIAL		TRIAL	TRIAL	TRIAL	ADOPT	TRIAL	TRIAL	ADOPT		TRIAL	TRIAL	TRIAL	TRIAL	TRIAL
Guice	Techniques & Tools	impl. frw for dependency injection	1.2	16	0.4	7	7	2	0	ADOPT				ADOPT		ADOPT	TRIAL	TRIAL	TRIAL	ASSESS	TRIAL	TRIAL	TRIAL		ADOPT		ADOPT	ADOPT		ASSESS	TRIAL	ADOPT
Sbt	Techniques & Tools	Build Tool	1.1	7	0.4	3	3	1	0					ADOPT						ASSESS			ADOPT		TRIAL		TRIAL	ADOPT			TRIAL	
Play (Scala)	Languages & Frameworks		1.1	17	0.5	6	9	2	0	ADOPT	TRIAL			ADOPT		ADOPT	TRIAL	TRIAL	TRIAL	ASSESS	ASSESS	TRIAL	ADOPT		TRIAL	TRIAL	TRIAL	TRIAL	ADOPT		ADOPT	
Kairos	Data Mgt	TS DB	1.1	10	0.6	3	6	1	0							TRIAL		TRIAL		ADOPT		TRIAL		ADOPT	TRIAL	TRIAL		ASSESS	TRIAL			ADOPT
etcd	Data Mgt	distributed key/value store	1.1	16	0.8	3	12	1	0			TRIAL	TRIAL	ADOPT		TRIAL	ASSESS	TRIAL	TRIAL	TRIAL		TRIAL	TRIAL	TRIAL	TRIAL			ADOPT	TRIAL		TRIAL	ADOPT
scilab	Techniques & Tools	data science	1.0	1	1.0	0	1	0	0							TRIAL																
ElasticSearch	Data Mgt	NoSql Search DB	1.0	13	0.5	6	4	3	0					TRIAL	ASSESS		TRIAL	TRIAL		ASSESS		ASSESS	ADOPT		TRIAL	ADOPT	ADOPT	ADOPT			ADOPT	ADOPT
ReactJS	Languages & Frameworks	JS framework for SPA	0.9	16	0.5	5	8	3	0	TRIAL	TRIAL			ADOPT		ASSESS	TRIAL	TRIAL		ASSESS	TRIAL		TRIAL	ADOPT	ASSESS	ADOPT		ADOPT	TRIAL	TRIAL		ADOPT
Apache Camel	Languages & Frameworks	enterprise integration framework	0.9	11	0.8	1	9	1	0		TRIAL	ASSESS		TRIAL		ADOPT						TRIAL	TRIAL		TRIAL		TRIAL	TRIAL			TRIAL	TRIAL
logback	Platforms	Logging-Framework	0.9	8	0.6	2	5	0	1	ADOPT					TRIAL	TRIAL	ADOPT		TRIAL		TRIAL		TRIAL					HOLD				
ClojureScript	Languages & Frameworks	impl. language	0.9	14	0.9	0	13	1	0	TRIAL			TRIAL	TRIAL		TRIAL	TRIAL	TRIAL		TRIAL	TRIAL	TRIAL	ASSESS	TRIAL		TRIAL		TRIAL	TRIAL			
Gradle	Techniques & Tools	Build Tool	0.8	10	0.6	2	6	2	0					TRIAL			TRIAL	TRIAL		ASSESS		TRIAL	ADOPT				TRIAL	ASSESS			TRIAL	ADOPT
Camunda BPMN Engine	Techniques & Tools	workflow engine	0.8	12	0.6	7	1	2	2			ADOPT		ADOPT	ADOPT	ASSESS		HOLD		ASSESS		ADOPT	HOLD		TRIAL			ADOPT	ADOPT	ADOPT		
AWS SNS	Data Mgt	messaging service	0.7	10	0.4	3	4	3	0	ADOPT	TRIAL							ADOPT		ASSESS		ASSESS	TRIAL		TRIAL			ASSESS			TRIAL	ADOPT
AWS SQS	Data Mgt	message queues	0.7	12	0.3	4	4	4	0	ADOPT	TRIAL				ASSESS	TRIAL		ADOPT		TRIAL		ASSESS	ADOPT		TRIAL			ASSESS			ASSESS	ADOPT
AspectJ	Languages & Frameworks	Aspect Oriented Language (JVM)	0.6	11	0.6	7	0	1	3	HOLD		ADOPT		ASSESS	ADOPT	HOLD	ADOPT				ADOPT	ADOPT	ADOPT					HOLD		ADOPT		
Spark	Data Mgt	event processing	0.6	11	0.5	2	6	3	0			ASSESS		TRIAL		ASSESS		ASSESS		ADOPT			TRIAL	TRIAL	TRIAL			ADOPT	TRIAL	TRIAL		
NodeJS	Languages & Frameworks	server-side JS	0.6	16	0.5	4	8	2	2	TRIAL	TRIAL			TRIAL		TRIAL		HOLD	ASSESS	HOLD	TRIAL		TRIAL	ADOPT	TRIAL	ADOPT	ADOPT	TRIAL	ASSESS			ADOPT
AWS EMR	Data Mgt	data processing frw	0.5	6	0.5	1	3	2	0						ASSESS	TRIAL									TRIAL			ASSESS	TRIAL			ADOPT
Undertow	Platforms	webserver	0.3	13	0.5	2	6	4	1	ASSESS		TRIAL		ADOPT		ASSESS	TRIAL			ADOPT		TRIAL	TRIAL	TRIAL			ASSESS	TRIAL			ASSESS	HOLD
Hadoop/HDFS	Data Mgt	distributed storage	0.3	10	0.5	3	2	5	0		ASSESS	TRIAL			ASSESS	ASSESS				ADOPT		ASSESS	ADOPT		TRIAL			ADOPT	ASSESS			
Go	Languages & Frameworks	impl. language	0.3	19	0.4	4	7	6	2	TRIAL			ADOPT	ADOPT	ASSESS	TRIAL	TRIAL	HOLD		HOLD	ASSESS	TRIAL	TRIAL	ASSESS	ASSESS	ADOPT		TRIAL	TRIAL	ASSESS	ASSESS	ADOPT
ObjectiveC	Languages & Frameworks	impl. language	0.2	9	0.6	5	0	0	4		ADOPT					ADOPT		HOLD	ADOPT				ADOPT		HOLD	ADOPT		HOLD				HOLD
Akka (Scala)	Languages & Frameworks		0.2	16	0.5	3	5	8	0	ADOPT		ASSESS		ADOPT		ASSESS		ASSESS	TRIAL	ASSESS	ASSESS	ASSESS	TRIAL		ASSESS	TRIAL	TRIAL	ASSESS	ADOPT		TRIAL	
Zookeeper	Platforms	distributed computing	0.1	15	0.4	2	6	6	1			ASSESS	ASSESS		ASSESS	TRIAL		TRIAL		HOLD		TRIAL	TRIAL	TRIAL	TRIAL	ASSESS		ADOPT	ASSESS	ASSESS		ADOPT
Akka (Java)	Languages & Frameworks		0.1	12	0.5	1	5	6	0	TRIAL				ADOPT		TRIAL				ASSESS	ASSESS	TRIAL	ASSESS		ASSESS		TRIAL	ASSESS		ASSESS	TRIAL	
AWS Kinesis	Data Mgt	event processing	-0.1	11	0.5	0	6	3	2	TRIAL					TRIAL	HOLD		HOLD		TRIAL			TRIAL		ASSESS			ASSESS	TRIAL	ASSESS		TRIAL
Flink	Data Mgt	event processing	-0.2	5	0.6	0	2	3	0							TRIAL				ASSESS				ASSESS	TRIAL				ASSESS			
Samza	Data Mgt	event processing	-0.2	5	0.6	0	2	3	0							TRIAL		TRIAL		ASSESS					ASSESS				ASSESS			
Kubernetes	Platforms	cluster resource manager	-0.3	8	0.6	0	3	5	0	ASSESS			ASSESS				ASSESS	ASSESS		TRIAL			ASSESS					TRIAL				TRIAL
Storm	Data Mgt	event processing	-0.3	9	0.7	0	3	6	0			ASSESS				ASSESS				ASSESS				TRIAL	ASSESS	TRIAL		ASSESS	ASSESS			TRIAL
Google BigQuery	Data Mgt	NoSql DB	-0.3	6	0.7	0	2	4	0	TRIAL										ASSESS					ASSESS		ASSESS	ASSESS	TRIAL			
Nginx+	Platforms	webserver / loadbalancer	-0.3	6	0.5	1	2	0	3							TRIAL				HOLD			ADOPT		TRIAL			HOLD				HOLD
AngularJS 1.x	Languages & Frameworks	JS framework	-0.4	17	0.5	5	2	1	9	HOLD	ADOPT			HOLD	TRIAL	HOLD	TRIAL	HOLD	ADOPT		ADOPT	ADOPT	HOLD	HOLD		ASSESS	ADOPT	HOLD			HOLD	HOLD
Typescript	Languages & Frameworks	impl. language	-0.4	9	0.6	0	3	5	1	TRIAL	ASSESS			ASSESS		TRIAL		ASSESS		HOLD	ASSESS		ASSESS	TRIAL								
jQuery	Languages & Frameworks	JS framework	-0.5	11	0.5	4	0	1	6		ASSESS			HOLD	ADOPT	HOLD		HOLD			HOLD		HOLD	HOLD		ADOPT				ADOPT	ADOPT	
Flux	Languages & Frameworks	JS methodology for usage with React	-0.5	2	0.5	0	1	0	1														TRIAL	HOLD								
Spray	Languages & Frameworks		-0.5	8	0.4	0	3	3	2	HOLD				ASSESS		ASSESS			TRIAL	HOLD		ASSESS	TRIAL				TRIAL					
AWS DynamoDB	Data Mgt	NoSql DB	-0.5	13	0.5	0	4	7	2	TRIAL		ASSESS				ASSESS		HOLD		HOLD		ASSESS	TRIAL		ASSESS	TRIAL		ASSESS	TRIAL		ASSESS	ASSESS
R	Languages & Frameworks	impl. language	-0.5	11	0.6	0	3	7	1	ASSESS	TRIAL		TRIAL		ASSESS	ASSESS		HOLD			TRIAL			ASSESS	ASSESS			ASSESS	ASSESS			
ScalaJS	Languages & Frameworks	impl. language	-0.6	9	0.4	0	3	4	2	TRIAL						TRIAL		ASSESS		ASSESS	ASSESS		ASSESS					HOLD	TRIAL		HOLD	
Consul	Platforms	distributed computing	-0.6	7	0.6	0	2	4	1				TRIAL			ASSESS	ASSESS			HOLD								ASSESS	ASSESS			TRIAL
Google BigTable	Data Mgt	NoSql DB	-0.6	8	0.6	0	2	5	1	ASSESS					ASSESS	TRIAL				HOLD		ASSESS			TRIAL		ASSESS	ASSESS				
AWS Lambda	Platforms	computing service	-0.6	14	0.7	0	3	10	1	ASSESS		ASSESS	ASSESS		TRIAL	TRIAL		HOLD		ASSESS		ASSESS	ASSESS		ASSESS			ASSESS	ASSESS	TRIAL		ASSESS
Bash	Languages & Frameworks	impl. language	-0.7	15	0.6	3	2	1	9	HOLD	ASSESS	HOLD			HOLD	HOLD		HOLD	TRIAL	HOLD	HOLD	TRIAL	HOLD			ADOPT		HOLD	ADOPT			ADOPT
Hadoop/MR	Data Mgt	data processing frw	-0.8	8	0.8	1	0	6	1		ASSESS	ASSESS				ASSESS				HOLD		ASSESS			ASSESS			ADOPT	ASSESS			
Hadoop/YARN	Data Mgt	cluster resource manager	-0.8	4	0.5	0	1	2	1		ASSESS	ASSESS								HOLD								TRIAL				
Mesos	Platforms	resource manager	-0.9	7	0.4	0	2	2	3			ASSESS	TRIAL					HOLD		HOLD					ASSESS			HOLD				TRIAL
Rust	Languages & Frameworks	impl. language	-0.9	9	0.8	0	1	7	1				ASSESS		ASSESS	ASSESS		ASSESS		ASSESS				TRIAL				ASSESS		ASSESS		HOLD
Rocket (rkt)	Platforms	Container/Deployment	-1.0	7	1.0	0	0	7	0	ASSESS						ASSESS	ASSESS	ASSESS									ASSESS	ASSESS	ASSESS			
Neo4j	Data Mgt	Graph DB	-1.0	9	0.7	0	1	6	2		ASSESS					ASSESS	ASSESS			HOLD	TRIAL	ASSESS	ASSESS					HOLD				ASSESS
Play (Java)	Languages & Frameworks		-1.0	15	0.6	0	2	9	4	ASSESS	ASSESS	HOLD				HOLD	ASSESS	HOLD		HOLD	ASSESS		ASSESS		ASSESS	TRIAL	TRIAL	ASSESS		ASSESS	ASSESS	
RabbitMQ	Data Mgt	message queues	-1.0	11	0.5	0	3	2	6		TRIAL				TRIAL	ASSESS	ASSESS	HOLD		HOLD		TRIAL	HOLD	HOLD	HOLD							HOLD
Grizzly	Platforms	webserver	-1.0	6	0.5	0	1	3	2							TRIAL				HOLD				HOLD			ASSESS	ASSESS			ASSESS	
Datomic	Data Mgt	NoSql DB	-1.0	6	0.5	0	1	3	2				ASSESS					HOLD		HOLD		ASSESS						ASSESS	TRIAL			
AWS Simple Workflow Service	Platforms	workflow engine	-1.0	6	0.5	0	1	3	2							TRIAL		HOLD		HOLD		ASSESS						ASSESS	ASSESS			
InfluxDB	Data Mgt	TS DB	-1.0	10	0.4	0	2	4	4							HOLD	ASSESS	ASSESS		HOLD		ASSESS		HOLD	HOLD			ASSESS	TRIAL			TRIAL
Riak	Data Mgt	NoSql DB	-1.1	10	0.6	1	1	2	6			HOLD				TRIAL		HOLD		HOLD			HOLD		ASSESS	ADOPT		ASSESS	HOLD			HOLD
log4j	Languages & Frameworks	Logging-Framework	-1.1	18	0.8	4	0	0	14	HOLD	HOLD	HOLD		HOLD	ADOPT	HOLD	HOLD		ADOPT			HOLD	HOLD	HOLD	HOLD	HOLD	ADOPT	HOLD		ADOPT	HOLD	HOLD
Hadoop/HBase	Data Mgt	NoSql DB	-1.1	8	0.9	0	0	7	1		ASSESS	ASSESS				ASSESS				HOLD		ASSESS			ASSESS			ASSESS	ASSESS			
CouchBase	Languages & Frameworks	NoSql DB	-1.2	10	0.6	0	2	2	6	TRIAL				ASSESS		HOLD	ASSESS	HOLD		HOLD					HOLD			HOLD	TRIAL			HOLD
Elixir	Languages & Frameworks	impl. language	-1.3	4	0.8	0	0	3	1					ASSESS		HOLD		ASSESS										ASSESS				
Kotlin	Languages & Frameworks	language on the JVM	-1.3	7	0.7	0	0	5	2	ASSESS					ASSESS			HOLD					ASSESS	ASSESS				ASSESS				HOLD
BackboneJS	Languages & Frameworks	JS framework	-1.3	7	0.6	0	1	2	4		ASSESS			HOLD		HOLD		HOLD			HOLD					TRIAL					ASSESS	
HornetQueue	Data Mgt	message queues	-1.3	13	0.8	2	0	1	10	HOLD						HOLD	HOLD	HOLD	ADOPT	HOLD	ADOPT		HOLD	HOLD	HOLD	ASSESS		HOLD				HOLD
Julia	Languages & Frameworks		-1.3	3	0.7	0	0	2	1							ASSESS												ASSESS				HOLD
Apache Artemis	Data Mgt	message queues	-1.3	3	0.7	0	0	2	1								HOLD							ASSESS				ASSESS				
Haskell	Languages & Frameworks	impl. language	-1.4	13	0.5	0	1	5	7	HOLD		HOLD		ASSESS	HOLD	HOLD	HOLD	ASSESS					HOLD		ASSESS	HOLD		ASSESS			ASSESS	TRIAL
Erlang	Languages & Frameworks	impl. language	-1.4	13	0.5	0	1	5	7	HOLD		ASSESS		ASSESS		HOLD	HOLD	HOLD					ASSESS	HOLD	HOLD	HOLD		ASSESS	TRIAL		ASSESS	
Coffeescript	Languages & Frameworks	impl. language	-1.4	10	0.7	1	0	2	7	HOLD	ASSESS			HOLD		HOLD		HOLD		HOLD	ASSESS		HOLD	HOLD		ADOPT						
C/C++	Languages & Frameworks	impl. language	-1.5	19	0.8	2	0	2	15	HOLD	HOLD	HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	ASSESS		HOLD	HOLD		HOLD		HOLD	ADOPT	ASSESS	HOLD	HOLD	ADOPT
MySQL	Data Mgt	RDBMS	-1.5	18	0.8	1	1	2	14	HOLD	ASSESS	HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD		TRIAL	HOLD		HOLD	ASSESS	ADOPT	HOLD	HOLD	HOLD		
Drools	Techniques & Tools	business rule engine	-1.5	8	0.8	0	1	1	6					ASSESS		HOLD	HOLD	HOLD				HOLD	HOLD		HOLD			TRIAL				
Aerospike	Data Mgt	NoSql DB/caching	-1.5	6	0.5	0	0	3	3								ASSESS	HOLD		HOLD		ASSESS						HOLD				ASSESS
Takipi	Platforms	exception monitoring	-1.5	2	0.5	0	0	1	1								ASSESS											HOLD				
Graphite	Data Mgt	TS DB	-1.6	15	0.9	0	2	0	13		TRIAL				HOLD	HOLD	HOLD	HOLD		HOLD		HOLD	HOLD	HOLD	HOLD	HOLD		HOLD	TRIAL	HOLD		HOLD
Groovy	Languages & Frameworks	impl. language	-1.6	15	0.7	0	1	3	11	HOLD	HOLD					HOLD	HOLD	HOLD	HOLD	HOLD	ASSESS		HOLD	HOLD		HOLD	TRIAL	HOLD		ASSESS		ASSESS
Esper CEP	Data Mgt	Complex Event Processor	-1.6	5	0.6	0	0	2	3							ASSESS		HOLD		HOLD					HOLD			ASSESS				
saltstack	Platforms	infrastructure management	-1.7	3	0.7	0	0	1	2									HOLD										HOLD				ASSESS
Jython	Languages & Frameworks	impl. language	-1.7	10	0.9	0	1	0	9	HOLD		HOLD				TRIAL	HOLD	HOLD			HOLD		HOLD		HOLD			HOLD	HOLD			
PHP	Languages & Frameworks		-1.8	16	0.9	1	0	0	15	HOLD	HOLD	HOLD	HOLD		HOLD	HOLD		HOLD		HOLD		HOLD	HOLD		HOLD	ADOPT		HOLD		HOLD	HOLD	HOLD
MongoDB	Data Mgt	NoSql DB	-1.8	16	0.9	0	1	1	14	HOLD			HOLD	HOLD		HOLD	HOLD	HOLD		HOLD	HOLD	TRIAL	HOLD		HOLD	HOLD		HOLD	HOLD		ASSESS	HOLD
Activiti	Techniques & Tools	workflow engine	-1.8	8	0.8	0	0	2	6			HOLD			HOLD	ASSESS			ASSESS			HOLD			HOLD			HOLD		HOLD		
Oracle DB	Data Mgt	RDBMS	-1.8	19	0.9	0	1	1	17	HOLD	HOLD	HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD		TRIAL	HOLD		HOLD	HOLD		HOLD	ASSESS	HOLD	HOLD	HOLD
JBoss	Platforms	Application Server	-1.8	16	0.8	0	0	3	13	HOLD	HOLD			HOLD		HOLD	HOLD	HOLD		HOLD	HOLD	ASSESS	HOLD		HOLD	HOLD	ASSESS	HOLD		ASSESS		HOLD
Mono	Languages & Frameworks	C# based, .NET compatible RTE	-1.8	18	0.9	0	1	0	17	HOLD		HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	TRIAL	HOLD	HOLD	HOLD	HOLD			HOLD	HOLD		HOLD	HOLD	HOLD
Perl	Languages & Frameworks	impl. language	-1.9	21	1.0	0	1	0	20	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	TRIAL	HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	
.NET	Languages & Frameworks	impl. language	-1.9	21	1.0	0	1	0	20	HOLD	HOLD	HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	TRIAL	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD		HOLD	HOLD	HOLD
ActiveMQ	Data Mgt	message queues	-1.9	10	0.9	0	0	1	9	HOLD	ASSESS				HOLD	HOLD	HOLD	HOLD		HOLD			HOLD	HOLD	HOLD							
Ruby	Languages & Frameworks	impl. language	-1.9	16	0.9	0	0	1	15	HOLD	HOLD	HOLD		ASSESS	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD		HOLD		HOLD	HOLD	HOLD	HOLD				
JRuby	Languages & Frameworks	impl. language	-1.9	16	0.9	0	0	1	15	HOLD	HOLD	HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD		HOLD		HOLD			HOLD		HOLD	ASSESS	
Puppet	Platforms	config mgt	-2.0	3	1.0	0	0	0	3									HOLD		HOLD								HOLD				
																																
																																
SUMS																																
	Platforms	23																														
	Data Mgt	38																														
	Languages & Frameworks	49																														
	Techniques & Tools	11																														
Total		121																														
control		121																														
